p1,p2,labor_clearing,good1_clearing,good2_clearing
0.1,0.1,-1.9060993477092534,-3.8486832980505135,-9.113594362117865
0.1,0.3111111111111111,-1.4150663360856957,-4.2110016755593325,-2.922140145558388
0.1,0.5222222222222223,-1.0912093082884187,-4.458315818459196,-1.514472079642525
0.1,0.7333333333333333,-0.7398550566673472,-4.65886490689177,-0.780850955223139
0.1,0.9444444444444444,-0.32639726861214924,-4.832079622736582,-0.2740693447022404
0.1,1.1555555555555557,0.16129124504590742,-4.986793198684967,0.12841462120570668
0.1,1.3666666666666667,0.7287884501457587,-5.127909440700274,0.4740967621568637
0.1,1.577777777777778,1.3790906619216194,-5.258486017166935,0.7853256203094285
0.1,1.788888888888889,2.1139801018271465,-5.380581913799145,1.0740303783933483
0.1,2.0,2.934596591703956,-5.4956619925849,1.3471727675317617
0.3111111111111111,0.1,-1.6637091855440427,-1.074567998890103,-9.959003909638442
0.3111111111111111,0.3111111111111111,-1.2020313969344003,-1.1910274773750804,-3.193878928690002
0.3111111111111111,0.5222222222222223,-0.8886768183880567,-1.2705213090214653,-1.6763590142741247
0.3111111111111111,0.7333333333333333,-0.5433711090142531,-1.3349835160176493,-0.8961340753395811
0.3111111111111111,0.9444444444444444,-0.13403023800675273,-1.3906596746820532,-0.36358329679265466
0.3111111111111111,1.1555555555555557,0.3505974028250973,-1.4403890383797486,0.055254179593348995
0.3111111111111111,1.3666666666666667,0.9156900220318895,-1.4857478304560976,0.4122375269724312
0.3111111111111111,1.577777777777778,1.564030521264559,-1.5277188728918094,0.73174332504404
0.3111111111111111,1.788888888888889,2.297274858352861,-1.5669639825235913,1.0267714595878503
0.3111111111111111,2.0,3.1164824817772376,-1.603954007847584,1.304902290155733
0.5222222222222223,0.1,-1.4299677338441532,-0.35064676429124086,-10.536070243071459
0.5222222222222223,0.3111111111111111,-0.9786362860784505,-0.4200268791333551,-3.3793645358649
0.5222222222222223,0.5222222222222223,-0.668931819922896,-0.4673849064971588,-1.786861078123
0.5222222222222223,0.7333333333333333,-0.32571013323198406,-0.5057879234310559,-0.9748249389895381
0.5222222222222223,0.9444444444444444,0.08222134971883577,-0.5389566988055942,-0.4246844379796797
0.5222222222222223,1.1555555555555557,0.5658064559840128,-0.5685827027106042,0.005315746892414985
0.5222222222222223,1.3666666666666667,1.1300834922855192,-0.5956049618199185,0.37001316111147875
0.5222222222222223,1.577777777777778,1.7777609561966812,-0.6206089871007682,0.6951686982771585
0.5222222222222223,1.788888888888889,2.510450933468208,-0.6439890524133193,0.9945130931226506
0.5222222222222223,2.0,3.329185030574292,-0.6660256632446339,1.276048973484082
0.7333333333333333,0.1,-1.1316663727895064,0.08439720966627373,-11.004018116080795
0.7333333333333333,0.3111111111111111,-0.6860411167887736,0.03499015818779838,-3.52977635218933
0.7333333333333333,0.5222222222222223,-0.37832527761485335,0.0012655023378169705,-1.8764681176354268
0.7333333333333333,0.7333333333333333,-0.036230074211157426,-0.026082100630261174,-1.0386360125817204
0.7333333333333333,0.9444444444444444,0.3709441646214875,-0.04970228915455377,-0.4742318598277273
0.7333333333333333,1.1555555555555557,0.8539718641940621,-0.07079959496569721,-0.03517974211800845
0.7333333333333333,1.3666666666666667,1.4178146204571935,-0.09004271887687554,0.3357730728425028
0.7333333333333333,1.577777777777778,2.0651402684287743,-0.1078486156677837,0.6655100302695245
0.7333333333333333,1.788888888888889,2.797536988350192,-0.12449805611763043,0.968354516370576
0.7333333333333333,2.0,3.616021256840453,-0.1401907941338698,1.252651579833615
0.9444444444444444,0.1,-0.7551434541684234,0.4222242490958652,-11.408185786385356
0.9444444444444444,0.3111111111111111,-0.3132081786477471,0.38386112677140205,-3.659687389072939
0.9444444444444444,0.5222222222222223,-0.0067629343296586875,0.3576749234055341,-1.953861926842683
0.9444444444444444,0.7333333333333333,0.3346182584433759,0.3364403140420851,-1.0937497858050698
0.9444444444444444,0.9444444444444444,0.7413155152221842,0.31809993236439915,-0.5170260837423277
0.9444444444444444,1.1555555555555557,1.2239939166953233,0.30171849491104075,-0.07015579050974918
0.9444444444444444,1.3666666666666667,1.7875657252512598,0.2867767751682434,0.3061998286738765
0.9444444444444444,1.577777777777778,2.434672709910834,0.27295102001295,0.6398937694755734
0.9444444444444444,1.788888888888889,3.1668877716198787,0.26002321919306903,0.945761292564731
0.9444444444444444,2.0,3.9852177427750832,0.24783826967457734,1.2324431963183873
1.1555555555555557,0.1,-0.29552113034453265,0.715352297977049,-11.769184130264922
1.1555555555555557,0.3111111111111111,0.14381822929045307,0.6839978230003243,-3.775722571034228
1.1555555555555557,0.5222222222222223,0.44938056293768147,0.6625956375570667,-2.0229892692877063
1.1555555555555557,0.7333333333333333,0.7902697700957919,0.6452404279811711,-1.1429768326977379
1.1555555555555557,0.9444444444444444,1.1966405658653125,0.6302506929561392,-0.5552494378001642
1.1555555555555557,1.1555555555555557,1.6790812424728467,0.6168620181144521,-0.10139603180701928
1.1555555555555557,1.3666666666666667,2.2424695458853017,0.6046500356323581,0.2797853157070791
1.1555555555555557,1.577777777777778,2.8894290682688015,0.5933501395919741,0.6170135927508124
